supermercado,provincia,localidad,direccion,latitude,longitude
La Anónima,Buenos Aires,Chacabuco,Sarmiento 36,-34.6438029,-60.4707923
La Anónima,Buenos Aires,Chivilcoy,Av. Francisco Soárez 52,-34.8969591,-60.0190499
La Anónima,Buenos Aires,Bragado,Rivadavia 2080,-35.1197138,-60.4803693
La Anónima,Buenos Aires,Carmen de Patagones,San Lorenzo Esq. Villegas 59,-40.7980817,-62.9803499
La Anónima,Buenos Aires,Junín,Ruta Nacional Nro. 7 km 260,-34.5960994,-60.9767093
La Anónima,Buenos Aires,Colón,Calle 20 Nro. 718,-33.8849544,-61.1084913
La Anónima,Buenos Aires,Salto,Moreno 360,-34.2905502,-60.2543863
La Anónima,Buenos Aires,Arrecifes,Dr. Carlos Merlasino 524,-34.0674983,-60.108738
La Anónima,Buenos Aires,Lincoln,Ituzaingó 147,-34.8637416,-61.5282926
La Anónima,Buenos Aires,Trenque Lauquen,Av. García Salinas 1100 y Pincen,-35.9731074,-62.7328794
La Anónima,Buenos Aires,Florentino Ameghino,Calle 32 21,-34.8452487,-62.4668089
La Anónima,Buenos Aires,Carlos Casares,Vicente López y Las Heras 40,-35.6232368,-61.3650016
La Anónima,Buenos Aires,Pehuajó,Rivarola 310,-35.8137286,-61.89814
La Anónima,Buenos Aires,General Villegas,San Martín 200 y Rivadavia,-35.032594,-63.0148473
La Anónima,Buenos Aires,América,Viamonte 240,-35.4917938,-62.9795583
La Anónima,Buenos Aires,Junín,Bernardino Rivadavia 199 esq. Pellegrini,-34.5934412,-60.9461678
La Anónima,Buenos Aires,Azul,Av. Monseñor Cáneva 560 esquina Av. Belgrano,-36.777492,-59.863442
La Anónima,Buenos Aires,Mercedes,Avenida 40 esq. 39,-34.6454989,-59.4242892
La Anónima,Buenos Aires,Trenque Lauquen,Simini 836,-35.9786796,-62.7416535
La Anónima,Buenos Aires,9 de Julio,Av Agustín Álvarez 261,-35.4564152,-60.8913743
La Anónima,Chaco,Resistencia,Av. Sarmiento 2610,-27.4315376,-58.9642828
La Anónima,Chubut,Trelew,Belgrano 292,-43.2458674,-65.3115122
La Anónima,Chubut,Rawson,Luis Costa 172,-43.3023494,-65.1047994
La Anónima,Chubut,Puerto Madryn,H. Yrigoyen 76 esq. 25 de Mayo,-42.7673414,-65.0365942
La Anónima,Chubut,Esquel,Roca 710,-42.9143429,-71.3233084
La Anónima,Chubut,Trelew,Av. H. Yrigoyen 1650,-43.2531242,-65.3094407
La Anónima,Chubut,Esquel,Av. Fontana 705,-42.9113259,-71.3192465
La Anónima,Chubut,Comodoro Rivadavia,13 de Diciembre 150,-45.8693332,-67.5019774
La Anónima,Chubut,Comodoro Rivadavia,San Martín 100,-45.8610664,-67.4752434
La Anónima,Chubut,Comodoro Rivadavia,Fco. de Viedma 102,-45.8632024,-67.4752615
La Anónima,Chubut,Comodoro Rivadavia,Alem 962,-45.8604291,-67.4989136
La Anónima,Chubut,Comodoro Rivadavia,Atahualpa Yupanqui 400,-45.8761097,-67.5178697
La Anónima,Chubut,Trelew,Pellegrini 1422,-43.2658909,-65.3010929
La Anónima,Chubut,Puerto Madryn,Italia 500,-42.7697591,-65.0440532
La Anónima,Chubut,Sarmiento,España 412,-45.5892714,-69.0680846
La Anónima,Chubut,Trelew,25 de Mayo 1151,-43.2565224,-65.3219196
La Anónima,Chubut,Comodoro Rivadavia,Av. Chile 1625,-45.8835554,-67.545278
La Anónima,Chubut,Puerto Madryn,Chubut 1400,-42.7812118,-65.0373374
La Anónima,Chubut,Trevelin,Av. San Martín 1440,-43.0977351,-71.464664
La Anónima,Chubut,Rada Tilly,Luque 1200,-45.9297725,-67.5720981
La Anónima,Chubut,Playa Unión,Cacique Nahuelpan 1071,-43.3251592,-65.0549509
La Anónima,Chubut,Esquel,Av. Joldich 424,-42.9173055,-71.3216508
La Anónima,Chubut,Gaiman,Martín Miguel de Güemes 616,-43.2915027,-65.4982999
La Anónima,Chubut,Comodoro Rivadavia,Italo Bell'Oro y Calle 1 Barrio Km 8,-45.8632024,-67.4752615
La Anónima,Chubut,Lago Puelo,Ruta Pcial. 16 km 11,-42.0603116,-71.597933
La Anónima,Córdoba,Laboulaye,España 88,-34.1250009,-63.3874369
La Anónima,Córdoba,Morteros,Boulevard 9 de Julio 2339 entre Avenida Brasil y calle pública,-30.7107038,-62.0067058
La Anónima,Córdoba,Marcos Juárez,Bismarck 50,-32.6946933,-62.104385
La Anónima,Córdoba,Arroyito,Lafaye 640,-31.4182969,-63.0643298
La Anónima,Córdoba,Poeta Lugones,Cardeñosa y Fray Luis Beltrán 5008,-31.3609583,-64.2119556
La Anónima,Córdoba,Rivera Indarte,Agrim. Enrique Bodereau 7571,-31.3318986,-64.2968075
La Anónima,Córdoba,Jacinto Ríos,Libertad 1051,-31.4147628,-64.1655734
La Anónima,Córdoba,Córdoba,Av. Amadeo Sabattini 3250,-31.4322451,-64.1396918
La Anónima,Corrientes,Goya,Av. Primeros Concejales 256,-29.1444046,-59.2649825
La Anónima,Corrientes,Bella Vista,Av San Martín 1380,-28.5092974,-59.0314938
La Anónima,La Pampa,Santa Rosa,Av. Ameghino 1250,-36.6264451,-64.2890488
La Anónima,La Pampa,Santa Rosa,Av. Luro 1296,-36.6275665,-64.2818234
La Anónima,La Pampa,General Pico,Calle 7 Nro. 1064,-35.6556805,-63.7565311
La Anónima,La Pampa,Santa Rosa,Lisandro de la Torre 333,-36.6217067,-64.2868244
La Anónima,La Pampa,Santa Rosa,La Rioja 357,-36.6134691,-64.291503
La Anónima,La Pampa,Intendente Alvear,Av. Sarmiento 1065,-35.2332834,-63.5936312
La Anónima,La Pampa,Eduardo Castex,Av. Independencia 2575,-35.9100009,-64.2771825
La Anónima,La Pampa,General Pico,Calle 9 n° 51,-35.6603411,-63.7599869
La Anónima,La Pampa,Santa Rosa,Pilcomayo 1551,-36.600754,-64.3019947
La Anónima,Misiones,Posadas,Av. Tomas Guido 6070,-27.3664824,-55.894295
La Anónima,Neuquén,Neuquén,Bahía Blanca 371,-38.9590625,-68.0511029
La Anónima,Neuquén,Zapala,9 de Julio e Ibarrolaza,-38.9006215,-70.0668573
La Anónima,Neuquén,Neuquén,Antártida Argentina 1111 (esq. Vicente Crestía),-38.9519679,-68.0591741
La Anónima,Neuquén,Plaza Huincul,Alberdi y Chos-Malal,-38.9304191,-69.200246
La Anónima,Neuquén,San Martín de los Andes,Tte. Gral. Roca 450,-40.1568791,-71.3525588
La Anónima,Neuquén,Junín de los Andes,Cnel. Suárez 465,-39.9508663,-71.0708883
La Anónima,Neuquén,Neuquén,Manuel Belgrano 3775,-38.9495136,-68.1114445
La Anónima,Neuquén,Rincón de los Sauces,Avenida Manuel Belgrano 1419,-37.3958686,-68.9213179
La Anónima,Neuquén,Villa La Angostura,Del Chilco 83 (esq. Av. Siete Lagos),-40.7620693,-71.6472306
La Anónima,Neuquén,Plottier,Av. San Martín 507,-38.9479437,-68.2250495
La Anónima,Neuquén,San Martín de los Andes,Ruta Nac. 40 Km 2216,-40.1568791,-71.3525588
La Anónima,Neuquén,Centenario,Av. Del Libertador 75,-38.8269798,-68.1445483
La Anónima,Neuquén,Neuquén,Av. San Juan 51,-38.9463973,-68.0582294
La Anónima,Neuquén,Neuquén,Alte. Brown 140,-38.9519679,-68.0591741
La Anónima,Neuquén,Cutral-Có,C. H. Rodríguez 345,-38.9363084,-69.2488605
La Anónima,Neuquén,Neuquén,Godoy 517,-38.9494376,-68.117164
La Anónima,Neuquén,Zapala,Avellaneda 99,-38.9076617,-70.0673332
La Anónima,Neuquén,Neuquén,Av. Olascoaga 1221 esq. Fava,-38.9519679,-68.0591741
La Anónima,Neuquén,Neuquén,Belgrano 1154,-38.9509797,-68.0753068
La Anónima,Neuquén,Plottier,Buenos Aires 179,-38.9566372,-68.2289024
La Anónima,Neuquén,Neuquén,Alderete 1985,-38.9511182,-68.0306776
La Anónima,Neuquén,Neuquén,Godoy 1450,-40.1500345,-71.3589999
La Anónima,Neuquén,Neuquén,Las Orquídeas 100,-38.932722,-68.0739844
La Anónima,Neuquén,Neuquén,Av. del Trabajador y C. Cura,-38.9519679,-68.0591741
La Anónima,Neuquén,Neuquén,Belgrano 2186,-38.950771,-68.0895518
La Anónima,Neuquén,Zapala,Afione 341,-38.8987196,-70.0735761
La Anónima,Neuquén,Neuquén,Antártida Argentina 1830,-38.9475733,-68.0846411
La Anónima,Neuquén,Cutral Có,Miguel Eguinoa 1802,-38.9492532,-69.2164257
La Anónima,Neuquén,Añelo,Av. Primeros Pobladores s/n entre calle 13 y 11,-38.35428,-68.7875804
La Anónima,Neuquén,Centenario,Antártida Argentina 248,-38.9374408,-69.1952756
La Anónima,Neuquén,San Patricio del Chañar,Chos Malal 266,-38.6321813,-68.2940402
La Anónima,Río Negro,Bariloche,Los Pioneros 4400,-41.1312474,-71.3610664
La Anónima,Río Negro,Cipolletti,Mariano Moreno 75 (esq. Gob. Castello),-38.931342,-67.9905921
La Anónima,Río Negro,Bariloche,Quaglia 311/333,-41.1334781,-71.3101474
La Anónima,Río Negro,Bariloche,Albarracín 601,-41.1403636,-71.3017029
La Anónima,Río Negro,General Roca,Av. Roca 790,-39.0367117,-67.577931
La Anónima,Río Negro,Viedma,Rivadavia 450,-40.8062486,-63.0166252
La Anónima,Río Negro,El Bolsón,San Martín 2934,-41.9624396,-71.5355999
La Anónima,Río Negro,General Roca,San Martín 96,-39.0276221,-67.565386
La Anónima,Río Negro,San Antonio Oeste,Moreno 42,-40.7363943,-64.9372424
La Anónima,Río Negro,Viedma,Álvaro Barros 1408 (esq. O'Higgins),-40.8084274,-62.994722
La Anónima,Río Negro,Villa Regina,Av. Cipolletti 502,-39.0956396,-67.0925438
La Anónima,Río Negro,Cipolletti,Roca 623,-38.9401091,-67.9932042
La Anónima,Río Negro,Allen,Juan B. Justo 227 (esq. San Juan Bosco),-38.9795062,-67.8280092
La Anónima,Río Negro,Bariloche,Gallardo 801,-41.1383295,-71.2987263
La Anónima,Río Negro,General Roca,Av. San Juan 1425,-39.0277375,-67.5868573
La Anónima,Río Negro,Sierra Grande,Juan José Paso 100 y Antártida Argentina,-41.605351,-65.3568775
La Anónima,Río Negro,Cipolletti,Esmeralda al 1333,-38.9205087,-68.0000007
La Anónima,Río Negro,El Bolsón,Güemes 741,-41.9707067,-71.5323855
La Anónima,Río Negro,Bariloche,Av. Exequiel Bustillo 12964 (Ruta 237 - Km 13),-41.1334781,-71.3101474
La Anónima,Río Negro,Catriel,Ing. Eduardo Garro 538,-37.8792422,-67.7919078
La Anónima,Río Negro,General Roca,Evita 2475,-39.0149217,-67.5825022
La Anónima,Río Negro,Las Grutas,Punta Villarino 845,-40.7947739,-65.0751816
La Anónima,Río Negro,Río Colorado,Calle 9 de Julio 746,-38.9908428,-64.0957548
La Anónima,Río Negro,Choele Choel,Héctor Gil 64,-39.298642,-65.6477164
La Anónima,Río Negro,Cipolletti,Av. Alem 336,-38.9354332,-67.995976
La Anónima,Río Negro,General Roca,Tucumán 747,-39.0282816,-67.5749489
La Anónima,Río Negro,Cinco Saltos,Roca 224,-38.8292584,-68.0638089
La Anónima,Río Negro,Cipolletti,Toschi 505,-38.948892,-67.9923255
La Anónima,Río Negro,Villa Regina,Av. Mitre 267,-39.0987341,-67.0871758
La Anónima,Río Negro,Cinco Saltos,Ameghino 1097,-38.8241365,-68.0728862
La Anónima,Río Negro,Fernández Oro,Hipólito Yrigoyen 351,-38.9530012,-67.9155292
La Anónima,Salta,Salta,Av. Tavella s/n,-24.8148539,-65.4024482
La Anónima,San Juan,San Juan,Scalabrini Ortiz 1285 y Av. Circunvalación,-31.5370909,-68.5251802
La Anónima,Santa Cruz,Caleta Olivia,Av. del Trabajo 469,-46.4480949,-67.5197572
La Anónima,Santa Cruz,Caleta Olivia,Belgrano 515,-46.4448195,-67.5285816
La Anónima,Santa Cruz,Río Gallegos,Néstor Kirchner 973,-51.6209159,-69.2157953
La Anónima,Santa Cruz,Río Gallegos,Pto. Santa Cruz 220 - Bo. A.P.A.P.,-51.6268852,-69.105804
La Anónima,Santa Cruz,Río Gallegos,Maipú 1332,-51.635205,-69.1884907
La Anónima,Santa Cruz,Río Gallegos,Santa Fe 1385,-51.6241978,-69.2391764
La Anónima,Santa Cruz,Puerto Deseado,Perito Moreno 945,-47.7457307,-65.8821366
La Anónima,Santa Cruz,Río Gallegos,Mendoza 36,-51.6151723,-69.2278571
La Anónima,Santa Cruz,El Calafate,Av. Libertador 902 y Perito Moreno,-50.3387375,-72.2737216
La Anónima,Santa Cruz,Río Turbio,Moyano 200,-51.5357076,-72.3355727
La Anónima,Santa Cruz,Pico Truncado,Saavedra 1000,-46.8071093,-67.9445633
La Anónima,Santa Cruz,Las Heras,Puerto Santa Cruz 900,-46.5462538,-68.9222256
La Anónima,Santa Cruz,El Calafate,Calle 4000 Hermanos Vidal N° 166,-50.3387375,-72.2737216
La Anónima,Santa Cruz,Río Gallegos,Juan José Paso 1475,-51.6399593,-69.2213051
La Anónima,Santa Cruz,Piedra Buena,Av. 21 de Noviembre 600,-49.3308292,-72.8835122
La Anónima,Santa Cruz,Pico Truncado,20 de Noviembre 451,-46.8089945,-67.9525176
La Anónima,Santa Cruz,San Julián,Darwin 2371,-49.306927,-67.7431132
La Anónima,Santa Cruz,Gobernador Gregores,San Martín 680,-48.7501238,-70.2476322
La Anónima,Santa Cruz,Río Gallegos,Corrientes y Ruta 3,-51.6268852,-69.105804
La Anónima,Santa Cruz,Río Gallegos,Santiago de Liniers 999 y Posadas,-51.6268852,-69.105804
La Anónima,Santa Cruz,Río Gallegos,Estrada 108 y Zapiola,-51.6268852,-69.105804
La Anónima,Santa Cruz,28 de Noviembre,Ruta Nacional 40 Km 389,-51.5757986,-72.2138466
La Anónima,Santa Cruz,Río Gallegos,Pablo Neruda 451 y Lola Mora,-51.6268852,-69.105804
La Anónima,Santa Cruz,Perito Moreno,Ruta Pcial. 43 esq. Hipólito Yrigoyen 2371,-46.5915874,-70.925525
La Anónima,Santa Cruz,Caleta Olivia,Av. Tierra del Fuego 1886,-46.4400565,-67.5468523
La Anónima,Santa Cruz,Puerto Santa Cruz,San Martín 135,-50.0160034,-68.519595
La Anónima,Santa Cruz,Río Gallegos,C. 2 1311,-51.6592205,-69.2937382
La Anónima,Santa Fe,Venado Tuerto,Av. Casey 799 (esq. 25 de Mayo),-33.7455871,-61.9686068
La Anónima,Santa Fe,Rufino,Hipólito Yrigoyen 277,-34.2645259,-62.7101858
La Anónima,Santa Fe,Rafaela,Rivadavia 53,-31.2537188,-61.4923233
La Anónima,Santa Fe,Rafaela,Lincoln 1598 - Bo. Los Nogales,-31.2528804,-61.5096957
La Anónima,Santa Fe,Rafaela,Aconcagua 555 (esq. Gob. Crespo),-31.2526923,-61.4916758
La Anónima,Santa Fe,Esperanza,Belgrano 1998,-31.4502722,-60.9293663
La Anónima,Santa Fe,San Jorge,Bartolomé Mitre 1143,-31.8962813,-61.8597235
La Anónima,Santa Fe,San Justo,9 de Julio 2530,-30.7884366,-60.5930464
La Anónima,Santa Fe,Sunchales,Avellaneda 548,-30.9494273,-61.5588358
La Anónima,Santa Fe,Esperanza,Belgrano 3274,-31.4392442,-60.9262867
La Anónima,Santa Fe,Reconquista,Moreno 702,-29.1410314,-59.6446523
La Anónima,Santa Fe,Rosario,Blvd. Oroño 6000,-32.9654886,-60.6582616
La Anónima,Santa Fe,Rafaela,C. Conscripto Elías Zurbriggen 865,-31.2526923,-61.4916758
La Anónima,Santiago del Estero,Santiago del Estero,Autopista Juan D. Perón Building 46,-27.7877148,-64.2595062
La Anónima,Tierra del Fuego,Río Grande,Av. San Martín 553,-53.7866022,-67.7016127
La Anónima,Tierra del Fuego,Río Grande,Viedma 841 y Venezuela,-53.7858275,-67.7018562
La Anónima,Tierra del Fuego,Río Grande,J. B. Thorne 1771,-53.7858275,-67.7018562
La Anónima,Tierra del Fuego,Ushuaia,Perito Moreno 1550,-54.7992186,-68.2779204
La Anónima,Tierra del Fuego,Ushuaia,Concejal Rubinos 188,-54.807306,-68.3084133
La Anónima,Tierra del Fuego,Río Grande,Av. San Martín 1605,-53.7792549,-67.716726
La Anónima,Tierra del Fuego,Ushuaia,Gobernador Paz 190,-54.807306,-68.3084133
La Anónima,Tierra del Fuego,Ushuaia,San Martín 1506,-54.8101368,-68.3186835
La Anónima,Tierra del Fuego,Ushuaia,Los Ñires 2273,-54.8288289,-68.353626
La Anónima,Tierra del Fuego,Tolhuin,Los Ñires 0,-54.5113492,-67.1954004
La Anónima,Tierra del Fuego,Río Grande,El Alambrador 1540,-53.8091215,-67.6878819
La Anónima,Tucumán,San Miguel de Tucumán,Av. Gral. Roca 3440,-26.8303703,-65.2038133
La Anónima,Tucumán,San Miguel de Tucumán,Emilio Castelar y Batalla de Suipacha,-26.8303703,-65.2038133
Coto,Capital Federal,Abasto,Agüero 616,-34.6023718,-58.4120505
Coto,Capital Federal,Almagro,Av. Díaz Vélez 4531,-34.6086892,-58.4269951
Coto,Capital Federal,Almagro,Gallo 250,-34.6056022,-58.4136324
Coto,Capital Federal,Balvanera,México 2236,-34.6165346,-58.3985959
Coto,Capital Federal,Recoleta,French 2417/79,-34.5880389,-58.404104
Coto,Capital Federal,Barracas,Martín García 743,-34.6327452,-58.3739814
Coto,Capital Federal,Recoleta,Paraguay 2672/94,-34.59622,-58.4082983
Coto,Capital Federal,Villa Crespo,Murillo 551,-34.6016811,-58.4424857
Coto,Capital Federal,Recoleta,Charcas 2980,-34.5939494,-58.4082797
Coto,Capital Federal,Recoleta,Junín 1073,-34.5991203,-58.397267
Coto,Capital Federal,Belgrano,Av. El Cano 3002,-34.612958,-58.3776468
Coto,Capital Federal,Belgrano,Av. Monroe 3284/98,-34.5625705,-58.4670062
Coto,Capital Federal,Belgrano,Av. Cabildo 545,-34.557327,-58.4606596
Coto,Capital Federal,Belgrano,Amenábar 2134,-34.562947,-58.459248
Coto,Capital Federal,Belgrano,Maure 1725,-34.612958,-58.3776468
Coto,Capital Federal,Belgrano,Teodoro García 2419,-34.5692864,-58.4461348
Coto,Capital Federal,Boedo,Av. Boedo 777,-34.6220873,-58.4165805
Coto,Capital Federal,Palermo,Santa Fe 3760,-34.5849897,-58.4165032
Coto,Capital Federal,Villa Luro,Av. Rivadavia 9840,-34.638028,-58.5027431
Coto,Capital Federal,Caballito,Av. Gaona 1956,-34.6123843,-58.4554436
Coto,Capital Federal,Caballito,Yerbal 1062,-34.6210434,-58.4459318
Coto,Capital Federal,Caballito,Pedro Goyena 565/71,-34.6263153,-58.4397767
Coto,Capital Federal,Centro,Viamonte 1571,-34.6067933,-58.3892006
Coto,Capital Federal,Chacarita,Av. El Cano 3693,-34.5871827,-58.4551513
Coto,Capital Federal,Congreso,Bartolomé Mitre 1558,-34.5551422,-58.4618856
Coto,Capital Federal,Constitución,Lima 1553,-34.6264345,-58.3823849
Coto,Capital Federal,Flores,Av. Eva Perón 2202,-34.6381859,-58.4525756
Coto,Capital Federal,Flores,Av. Directorio 2647/57,-34.635663,-58.4682285
Coto,Capital Federal,Flores,Av. J. B. Alberdi 1737/49,-34.6290748,-58.4634771
Coto,Capital Federal,Flores,Av. Nazca 1244,-34.6300573,-58.4699312
Coto,Capital Federal,Flores,Av. San Pedrito 72,-34.6316707,-58.4690564
Coto,Capital Federal,Floresta,Av. Avellaneda 3758,-34.6291771,-58.4817124
Coto,Capital Federal,Liniers,Av. Emilio Castro 7661,-34.6560745,-58.5245696
Coto,Capital Federal,Almagro,Castro Barros 30,-34.6119209,-58.420605
Coto,Capital Federal,Mataderos,Larrazábal 3443/55,-34.6579415,-58.4952803
Coto,Capital Federal,Monte Castro,Lope de Vega 1742/44,-34.626123,-58.5092578
Coto,Capital Federal,Núñez,Av. Cabildo 4125/65,-34.5504311,-58.4668611
Coto,Capital Federal,Núñez,Av. Libertador 6840,-34.5493524,-58.4548961
Coto,Capital Federal,Once,Hipólito Yrigoyen 3702,-34.6109565,-58.4010421
Coto,Capital Federal,Once,Av. Rivadavia 2846,-34.6103818,-58.4066358
Coto,Capital Federal,Once,Alsina 2300,-34.612044,-58.3988615
Coto,Capital Federal,Palermo,Av. Scalabrini Ortiz 1688,-34.590136,-58.4241731
Coto,Capital Federal,Palermo,Cerviño 3515,-34.580235,-58.408655
Coto,Capital Federal,Palermo,Honduras 3862,-34.5942096,-58.4175675
Coto,Capital Federal,Parque Chacabuco,Asamblea 1100,-34.6366807,-58.445917
Coto,Capital Federal,Paternal,Av. San Martín 2095,-34.6016394,-58.4695823
Coto,Capital Federal,Paternal,Av. Álvarez Jonte 2502,-34.6024396,-58.4696448
Coto,Capital Federal,Pompeya,Av. La Plata 2392,-34.6406798,-58.4232868
Coto,Capital Federal,Pompeya,Av. Francisco Rabanal 1345,-34.6534916,-58.4166328
Coto,Capital Federal,Retiro,Av. Antártida Argentina 1160,-34.5983326,-58.3681465
Coto,Capital Federal,Saavedra,Av. Ricardo Balbín 4027,-34.5547674,-58.4870173
Coto,Capital Federal,San Cristóbal,Av. J. de Garay 2700,-34.6240603,-58.4023896
Coto,Capital Federal,San Cristóbal,Av. San Juan 2168,-34.6231286,-58.3958046
Coto,Capital Federal,San Telmo,Perú 1496,-34.6254233,-58.3737101
Coto,Capital Federal,Mataderos,Av. Eva Perón 4730,-34.662252,-58.4856546
Coto,Capital Federal,Villa Crespo,Av. Corrientes 5748,-34.5952076,-58.444175
Coto,Capital Federal,Villa Devoto,Av. Lope de Vega 2503,-34.6182224,-58.5194076
Coto,Capital Federal,Villa Devoto,Sanabria 3320,-34.606226,-58.5107443
Coto,Capital Federal,Villa Devoto,Segurola 1701,-34.6011652,-58.5179195
Coto,Capital Federal,Villa Lugano,Av. Piedrabuena 4902,-34.6766149,-58.4771849
Coto,Capital Federal,Villa Lugano,Soldado de la Frontera 5258,-34.6857661,-58.4632797
Coto,Capital Federal,Villa Urquiza,Av. Monroe 5055,-34.5670741,-58.4739174
Coto,Capital Federal,Villa Urquiza,Cullen 5085,-34.5727417,-58.4878455
Coto,Buenos Aires,Acassuso,Albarellos 854,-34.4800932,-58.5052974
Coto,Buenos Aires,Campana,Juan M. Estrada 878/80,-34.1636631,-58.9586837
Coto,Buenos Aires,Rincón de Milberg,Agustín M. García 5858,-34.410238,-58.6082848
Coto,Buenos Aires,Escobar,Tapia de Cruz 420,-34.3455858,-58.7928467
Coto,Buenos Aires,Florida,Av. San Martín 3029,-34.7604598,-58.3006702
Coto,Buenos Aires,Garín,Av. Belgrano 950,-34.4183596,-58.725305
Coto,Buenos Aires,La Horqueta,Uruguay 4691,-34.4779642,-58.5800803
Coto,Buenos Aires,Lomas de San Isidro,Jorge Newbery 555,-34.4808316,-58.5375398
Coto,Buenos Aires,Malvinas Argentinas,Panamericana km 36,-34.4566835,-58.7191957
Coto,Buenos Aires,Munro,Av. Mitre 2951,-34.5237349,-58.519897
Coto,Buenos Aires,Pilar,Country Highland Park,-34.4169507,-58.7965512
Coto,Buenos Aires,Pilar,Tortugas Country Club,-34.4574067,-58.7506409
Coto,Buenos Aires,San Isidro,Av. del Libertador 18213,-34.464415,-58.5156171
Coto,Buenos Aires,San Isidro,Lasalle 653,-34.4659852,-58.507685
Coto,Buenos Aires,Vicente López,Av. Maipú 1758,-34.522019,-58.4855961
Coto,Buenos Aires,Villa Ballester,José Hernández 2955,-34.5504715,-58.5588032
Coto,Buenos Aires,Avellaneda,Av. Mitre 3300,-34.6831213,-58.3429349
Coto,Buenos Aires,Avellaneda,Italia 62,-34.665078,-58.3622969
Coto,Buenos Aires,Banfield,Av. Hipólito Yrigoyen 8028,-34.7489431,-58.399967
Coto,Buenos Aires,Bernal,Av. Dardo Rocha 251/259,-34.721219,-58.2887759
Coto,Buenos Aires,Quilmes,Humberto Primo 165,-34.7248348,-58.2561094
Coto,Buenos Aires,Ezeiza,Av. Ruta 205 Entre 52 y Reconquista,-34.8168141,-58.5474234
Coto,Buenos Aires,La Plata,Calle 43 782,-34.9132668,-57.9600312
Coto,Buenos Aires,Lanús,Av. B. Rivadavia 2602 y Warnes,-34.7073871,-58.3905998
Coto,Buenos Aires,Monte Grande,Boulevard Bs. As. 710,-34.8146027,-58.4570803
Coto,Buenos Aires,Quilmes,Hipólito Yrigoyen 380,-34.7198006,-58.2622718
Coto,Buenos Aires,Quilmes,12 de Octubre 3054,-34.742333,-58.2894979
Coto,Buenos Aires,Remedios de Escalada,Av. Hipólito Yrigoyen 6174,-34.7265145,-58.3954231
Coto,Buenos Aires,Temperley,Hipólito Yrigoyen 10699,-34.7834556,-58.4072765
Coto,Buenos Aires,Tristán Suárez,Avda. Sarmiento 524 (Ruta 205),-34.8894215,-58.5678483
Coto,Buenos Aires,Bella Vista,O'Higgins 1263,-34.5726269,-58.6818197
Coto,Buenos Aires,Castelar,Santa Rosa 1753,-34.675345,-58.661949
Coto,Buenos Aires,Morón,Gral. Juan José Valle 51,-34.6510527,-58.6217416
Coto,Buenos Aires,Ciudadela,Comesaña 4056,-34.6286632,-58.5486714
Coto,Buenos Aires,González Catán,Ruta 3 km 44.400,-34.7830174,-58.6251271
Coto,Buenos Aires,José C. Paz,Hipólito Yrigoyen 1826,-34.5095736,-58.7295208
Coto,Buenos Aires,Merlo,Av. Juan Domingo Perón 24080,-34.6602803,-58.7537724
Coto,Buenos Aires,Moreno,Av. Victorica 660 (entre Sarratea y Arellano),-34.6396556,-58.7898326
Coto,Buenos Aires,Ramos Mejía,Av. Rivadavia 13810,-34.6404993,-58.5618765
Coto,Buenos Aires,San Martín,Av. San Martín 1866,-36.7752317,-59.0892187
Coto,Buenos Aires,San Martín,Av. Balbín 2030/40,-34.5807647,-58.5420468
Coto,Buenos Aires,Santos Lugares,Av. La Plata 3635,-34.5999839,-58.5443094
Coto,Buenos Aires,Tapiales,Boulogne Sur Mer y Av. de la Cooperación,-34.6989737,-58.5077841
Coto,Buenos Aires,Mar del Plata,Avenida de los Trabajadores 150 (Multiespacio Bendu),-37.9976168,-57.5482079
Coto,Buenos Aires,Mar del Plata,Avenida Jorge Newbery 4750 (Esquina Boulevard Las Prunas),-37.9976168,-57.5482079
Coto,Buenos Aires,Partido de la Costa,Ruta 11 km 330,-36.6626169,-56.6926492
Coto,Buenos Aires,Madariaga,Ruta 11 km 404,-37.1039419,-56.8885421
Coto,Buenos Aires,Mar de Ajó,San Martín 251/75,-36.7210705,-56.7021484
Coto,Santa Fe,Rosario,Av. Junín y Thedy,-32.9593609,-60.6617024
Coto,Santa Fe,Rosario,Mendoza 3901,-32.944755,-60.6778931
Coto,Santa Fe,Rosario,Urquiza 1644,-32.9410065,-60.6448252
Coto,Santa Fe,Rosario,Tres de Febrero 1602,-32.9593609,-60.6617024
Coto,Santa Fe,Rosario,Venezuela 114 bis,-32.926448,-60.7251852
Coto,Santa Fe,Santa Fe,Rivadavia 3396,-31.6373792,-60.7014192
Coto,Santa Fe,Santa Fe,Colastiné y Av. 27 de Febrero,-31.6474914,-60.6428557
Coto,Entre Ríos,Paraná,Coronel Juan M. Pirán 801,-31.7330145,-60.5298511
Coto,Neuquén,Neuquén,Ruta Provincial N 7 y Dr. Ramón,-38.9519679,-68.0591741
Coto,Mendoza,Mendoza,Av. Perú y Carlos Pellegrini,-32.8894155,-68.8446177
Establecimiento,Provincia,Localidad,Dirección,-29.0292933,-58.9027512
Carrefour Hipermercado,Buenos Aires,San Isidro,Bernardo de Irigoyen 2647,-34.4914674,-58.5907262
Carrefour Hipermercado,Buenos Aires,Hurlingham,Av. Vergara 1910,-34.5850058,-58.6389556
Carrefour Market,Buenos Aires,Avellaneda,Av. Belgrano 422,-34.6615965,-58.3681524
Carrefour Market,Buenos Aires,La Plata,Calle 7 767,-34.9899835,-57.8500016
